rank,iso6393,iso6391,languageLabel,defaultScript,defaultScriptName,orthographyId,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,verificationStatus
472,gmh,,Middle High German,Latn,Latin,gmh-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
473,aln,,Gheg,Latn,Latin,aln-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
474,alt,,Southern Altai,Cyrl,Cyrillic,alt-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,needs-review
475,rhg,,Rohingya,Rohg,Hanifi,rhg-rohg,Rohg,Hanifi,primary,cldr-default+wikidata,needs-review,needs-review
475,rhg,,Rohingya,Rohg,Hanifi,rhg-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
475,rhg,,Rohingya,Rohg,Hanifi,rhg-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
476,lrl,,Achomi,Arab,Arabic,lrl-arab,Arab,Arabic,primary,cldr-default,needs-review,needs-review
476,lrl,,Achomi,Arab,Arabic,lrl-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
477,tum,,Tumbuka,Latn,Latin,tum-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
478,bin,,Edo,Latn,Latin,bin-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
479,bik,,Bikol,Latn,Latin,bik-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
480,iii,ii,Nuosu,Yiii,Yi,iii-yiii,Yiii,Yi,primary,cldr-default+wikidata,needs-review,needs-review
481,olo,,Livvi-Karelian,Latn,Latin,olo-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
482,xsr,,Sherpa,Deva,Devanagari,xsr-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
482,xsr,,Sherpa,Deva,Devanagari,xsr-tibt,Tibt,Tibetan,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
483,umb,,Umbundu,Latn,Latin,umb-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
484,acm,,Iraqi Arabic,Arab,Arabic,acm-arab,Arab,Arabic,primary,cldr-default,needs-review,needs-review
485,sas,,Sasak,Latn,Latin,sas-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
486,kua,kj,Kwanyama,Latn,Latin,kua-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
488,itl,,Itelmen,Cyrl,Cyrillic,itl-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
489,mhj,,Moghol,Arab,Arabic,mhj-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
490,sip,,Sikkimese Bhutia,Tibt,Tibetan,sip-tibt,Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
491,gbm,,Garhwali,Deva,Devanagari,gbm-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
492,kfy,,Kumaoni,Deva,Devanagari,kfy-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
493,kru,,Kurukh,Deva,Devanagari,kru-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
494,bbl,,Bats,Geor,Georgian,bbl-geor,Geor,Georgian,primary,omniglot-langalph+wws,needs-review,pending-manual-review
495,bej,,Beja,Arab,Arabic,bej-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
496,rmt,,Domari,Arab,Arabic,rmt-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
496,rmt,,Domari,Arab,Arabic,rmt-hebr,Hebr,Hebrew,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
497,haz,,Hazaragi,Arab,Arabic,haz-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
498,sty,,Siberian Tatar,Cyrl,Cyrillic,sty-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
499,ddo,,Tsez,Cyrl,Cyrillic,ddo-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
501,cia,,Cia-Cia,Hang,Hangul,cia-hang,Hang,Hangul,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
502,kmz,,Khorasani Turkic,Arab,Arabic,kmz-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
502,kmz,,Khorasani Turkic,Arab,Arabic,kmz-cyrl,Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
504,tsd,,Tsakonian,Grek,Greek,tsd-grek,Grek,Greek,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
505,yoi,,Yonaguni,Jpan,Japanese,yoi-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
506,alr,,Alyutor,Cyrl,Cyrillic,alr-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
507,aqc,,Archi,Cyrl,Cyrillic,aqc-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
509,dty,,Doteli,Deva,Devanagari,dty-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
511,khn,,Khandeshi,Deva,Devanagari,khn-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
512,kjj,,Khinalug,Cyrl,Cyrillic,kjj-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
513,kgg,,Kusunda,Deva,Devanagari,kgg-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
514,oaa,,Orok,Cyrl,Cyrillic,oaa-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
516,srr,,Serer,Arab,Arabic,srr-arab,Arab,Arabic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
517,kfa,,Kodava,Knda,Kannada,kfa-knda,Knda,Kannada,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
517,kfa,,Kodava,Knda,Kannada,kfa-mlym,Mlym,Malayalam,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
518,zum,,Kumzari,Arab,Arabic,zum-arab,Arab,Arabic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
519,rys,,Yaeyama,Jpan,Japanese,rys-jpan,Jpan,Japanese,primary,omniglot-langalph+wikidata,verified-primary,verified-by-wikidata
520,ani,,Andi,Cyrl,Cyrillic,ani-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
523,jje,,Jejuan,Hang,Hangul,jje-hang,Hang,Hangul,primary,omniglot-langalph+wws,needs-review,pending-manual-review
525,ude,,Udege,Cyrl,Cyrillic,ude-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
526,mnj,,Munji,Arab,Arabic,mnj-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
527,sck,,Nagpuri,Deva,Devanagari,sck-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
528,neg,,Negidal,Cyrl,Cyrillic,neg-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
530,tru,,Turoyo,Syrc,Syriac,tru-syrc,Syrc,Syriac,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
531,ulc,,Ulch,Cyrl,Cyrillic,ulc-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
532,sjo,,Xibe,Cyrl,Cyrillic,sjo-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
532,sjo,,Xibe,Cyrl,Cyrillic,sjo-mong,Mong,Mongolian,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
533,akv,,Akhvakh,Cyrl,Cyrillic,akv-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
534,dta,,Daur,Cyrl,Cyrillic,dta-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
534,dta,,Daur,Cyrl,Cyrillic,dta-mong,Mong,Mongolian,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
535,gin,,Hinuq,Cyrl,Cyrillic,gin-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
536,czk,,Knaanic,Hebr,Hebrew,czk-hebr,Hebr,Hebrew,primary,omniglot-langalph+wws,needs-review,pending-manual-review
537,oru,,Ormuri,Arab,Arabic,oru-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
538,oac,,Oroch,Cyrl,Cyrillic,oac-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
539,aiw,,Aari,Ethi,Geʽez script,aiw-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
540,tts,,Isan,Thai,Thai,tts-thai,Thai,Thai,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
541,jpr,,Judeo-Persian,Hebr,Hebrew,jpr-hebr,Hebr,Hebrew,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
542,lmn,,Lambadi,Deva,Devanagari,lmn-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
542,lmn,,Lambadi,Deva,Devanagari,lmn-knda,Knda,Kannada,secondary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
542,lmn,,Lambadi,Deva,Devanagari,lmn-telu,Telu,Telugu,secondary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
543,chp,,Chipewyan,Cans,Canadian Aboriginal syllabics,chp-cans,Cans,Canadian Aboriginal syllabics,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
544,xnr,,Kangri,Deva,Devanagari,xnr-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
545,mvi,,Miyako,Jpan,Japanese,mvi-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
546,rki,,Rakhine,Mymr,Mon–Burmese script,rki-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
547,ysr,,Sirenik,Cyrl,Cyrillic,ysr-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
548,taq,,Tamasheq,Tfng,Tifinagh,taq-tfng,Tfng,Tifinagh,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
549,tcx,,Toda,Taml,Tamil,tcx-taml,Taml,Tamil,primary,omniglot-langalph+wws,needs-review,pending-manual-review
551,mtr,,Mewari,Deva,Devanagari,mtr-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
553,aat,,Arvanitic,Grek,Greek,aat-grek,Grek,Greek,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
554,jdt,,Judeo-Tat,Cyrl,Cyrillic,jdt-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
554,jdt,,Judeo-Tat,Cyrl,Cyrillic,jdt-hebr,Hebr,Hebrew,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
555,bjj,,Kannauji,Deva,Devanagari,bjj-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
556,kfq,,Korku,Deva,Devanagari,kfq-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
557,mdr,,Mandar,Bugi,Lontara,mdr-bugi,Bugi,Lontara,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
558,oon,,Önge,Deva,Devanagari,oon-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
559,tsj,,Tshangla,Tibt,Tibetan,tsj-tibt,Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
560,ydg,,Yidgha,Arab,Arabic,ydg-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
561,agj,,Argobba,Ethi,Geʽez script,agj-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
562,bph,,Botlikh,Cyrl,Cyrillic,bph-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
563,dml,,Dameli,Arab,Arabic,dml-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
564,gdo,,Godoberi,Cyrl,Cyrillic,gdo-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
565,hlb,,Halbi,Deva,Devanagari,hlb-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
565,hlb,,Halbi,Deva,Devanagari,hlb-orya,Orya,Odia,secondary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
566,huz,,Hunzib,Cyrl,Cyrillic,huz-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
567,anq,,Jarawa,Deva,Devanagari,anq-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
568,khv,,Khwarshi,Cyrl,Cyrillic,khv-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
569,lis,,Lisu,Lisu,Fraser script,lis-lisu,Lisu,Fraser script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
569,lis,,Lisu,Lisu,Fraser script,lis-plrd,Plrd,Miao,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
570,noe,,Nimadi,Deva,Devanagari,noe-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
571,trw,,Torwali,Arab,Arabic,trw-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
572,yah,,Yazgulyam,Cyrl,Cyrillic,yah-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
573,kap,,Bezhta,Cyrl,Cyrillic,kap-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
575,cji,,Chamalal,Cyrl,Cyrillic,cji-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
576,dhd,,Dhundari,Deva,Devanagari,dhd-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
577,gvr,,Gurung,Deva,Devanagari,gvr-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
578,har,,Harari,Ethi,Geʽez script,har-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
580,mjt,,Sauria Paharia,Deva,Devanagari,mjt-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
581,kva,,Bagvalal,Cyrl,Cyrillic,kva-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
582,byn,,Blin,Ethi,Geʽez script,byn-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
583,phl,,Palula,Arab,Arabic,phl-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
584,srb,,Sora,Orya,Odia,srb-orya,Orya,Odia,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
585,awn,,Awngi,Ethi,Geʽez script,awn-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
586,gwc,,Gawri,Arab,Arabic,gwc-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
587,kpt,,Karata-Tukita,Cyrl,Cyrillic,kpt-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
588,khr,,Kharia,Deva,Devanagari,khr-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
588,khr,,Kharia,Deva,Devanagari,khr-orya,Orya,Odia,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
589,kdt,,Kuy,Laoo,Lao,kdt-laoo,Laoo,Lao,primary,omniglot-langalph+wws,needs-review,pending-manual-review
589,kdt,,Kuy,Laoo,Lao,kdt-thai,Thai,Thai,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
590,onw,,Old Nubian,Copt,Coptic,onw-copt,Copt,Coptic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
591,blt,,Tai Dam,Tavt,Tai Viet,blt-tavt,Tavt,Tai Viet,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
592,tin,,Tindi,Cyrl,Cyrillic,tin-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
593,amw,,Western Neo-Aramaic,Syrc,Syriac,amw-syrc,Syrc,Syriac,primary,omniglot-langalph+wws,needs-review,pending-manual-review
594,thz,,Air Tamajeq,Arab,Arabic,thz-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
594,thz,,Air Tamajeq,Arab,Arabic,thz-tfng,Tfng,Tifinagh,secondary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
595,mvy,,Indus Kohistani,Arab,Arabic,mvy-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
596,iru,,Irula,Taml,Tamil,iru-taml,Taml,Tamil,primary,omniglot-langalph+wws,needs-review,pending-manual-review
597,ahk,,Akha,Mymr,Mon–Burmese script,ahk-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
597,ahk,,Akha,Mymr,Mon–Burmese script,ahk-thai,Thai,Thai,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
598,kjg,,Khmu,Laoo,Lao,kjg-laoo,Laoo,Lao,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
599,kyw,,Kudmali,Deva,Devanagari,kyw-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
599,kyw,,Kudmali,Deva,Devanagari,kyw-orya,Orya,Odia,secondary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
600,blk,,Pa'O,Mymr,Mon–Burmese script,blk-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
601,stv,,Selti,Ethi,Geʽez script,stv-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
602,urk,,Urak Lawoi’,Thai,Thai,urk-thai,Thai,Thai,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
603,mki,,Dhatki,Arab,Arabic,mki-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
603,mki,,Dhatki,Arab,Arabic,mki-deva,Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
604,ttq,,Tahoua,Arab,Arabic,ttq-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
605,dhi,,Dhimal,Deva,Devanagari,dhi-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
606,guk,,Gumuz,Ethi,Geʽez script,guk-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
607,khg,,Khams Tibetan,Tibt,Tibetan,khg-tibt,Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
608,kzg,,Kikai,Jpan,Japanese,kzg-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
609,ugh,,Kubachi,Cyrl,Cyrillic,ugh-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
610,ush,,Ushoji,Arab,Arabic,ush-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
611,xan,,Xamtanga,Ethi,Geʽez script,xan-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
612,yox,,Yoron,Jpan,Japanese,yox-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
613,aeq,,Aer,Arab,Arabic,aeq-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
614,bap,,Bantawa,Deva,Devanagari,bap-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
615,bcq,,Bench,Ethi,Geʽez script,bcq-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
616,kjz,,Bumthang,Tibt,Tibetan,kjz-tibt,Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
617,xka,,Kalkoti,Arab,Arabic,xka-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
618,sdb,,Shabaki,Arab,Arabic,sdb-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
619,twh,,Tai Dón,Tavt,Tai Viet,twh-tavt,Tavt,Tai Viet,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
620,wne,,Tareeno,Arab,Arabic,wne-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
621,tft,,Ternate,Arab,Arabic,tft-arab,Arab,Arabic,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
622,aio,,Aiton,Mymr,Mon–Burmese script,aio-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
623,akj,,Aka-Jeru,Deva,Devanagari,akj-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
626,suz,,Sunwar,Deva,Devanagari,suz-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
627,adx,,Amdo Tibetan,Tibt,Tibetan,adx-tibt,Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
628,dhw,,Dhanwar Rai,Deva,Devanagari,dhw-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
629,mdx,,Dizin,Ethi,Geʽez script,mdx-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
630,ior,,Inor,Ethi,Geʽez script,ior-ethi,Ethi,Geʽez script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
631,xdq,,Kaitag,Cyrl,Cyrillic,xdq-cyrl,Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
632,mjl,,Mandeali,Deva,Devanagari,mjl-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
632,mjl,,Mandeali,Deva,Devanagari,mjl-takr,Takr,Takri,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
633,nsk,,Naskapi,Cans,Canadian Aboriginal syllabics,nsk-cans,Cans,Canadian Aboriginal syllabics,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
634,cbn,,Nyah Kur,Thai,Thai,cbn-thai,Thai,Thai,primary,omniglot-langalph+wws,needs-review,pending-manual-review
635,kvx,,Parkari Koli,Arab,Arabic,kvx-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,pending-manual-review
636,tkn,,Tokunoshima,Jpan,Japanese,tkn-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
637,scp,,Yolmo,Deva,Devanagari,scp-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
638,atb,,Zaiwa,Lisu,Fraser script,atb-lisu,Lisu,Fraser script,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
639,bhj,,Bahing,Deva,Devanagari,bhj-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
640,bzi,,Bisu,Thai,Thai,bzi-thai,Thai,Thai,primary,omniglot-langalph+wws,needs-review,pending-manual-review
641,rab,,Chamling,Deva,Devanagari,rab-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
642,kjp,,Eastern Pwo,Mymr,Mon–Burmese script,kjp-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
643,jun,,Juang,Orya,Odia,jun-orya,Orya,Odia,primary,omniglot-langalph+wws,needs-review,pending-manual-review
644,kuf,,Katu,Laoo,Lao,kuf-laoo,Laoo,Lao,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
646,bfz,,Mahasu Pahari,Deva,Devanagari,bfz-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
647,okn,,Okinoerabu,Jpan,Japanese,okn-jpan,Jpan,Japanese,primary,omniglot-langalph,needs-review,pending-manual-review
648,ksw,,S'gaw Karen,Mymr,Mon–Burmese script,ksw-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
649,kht,,Khamti,Mymr,Mon–Burmese script,kht-mymr,Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,pending-manual-review
650,lpo,,Lipo,Plrd,Miao,lpo-plrd,Plrd,Miao,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
651,ths,,Thakali,Deva,Devanagari,ths-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
652,aph,,Athpare,Deva,Devanagari,aph-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
653,kfs,,Bilaspuri,Deva,Devanagari,kfs-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
653,kfs,,Bilaspuri,Deva,Devanagari,kfs-takr,Takr,Takri,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
654,cld,,Chaldean Neo-Aramaic,Syrc,Syriac,cld-syrc,Syrc,Syriac,primary,omniglot-langalph+wws,needs-review,pending-manual-review
655,cdh,,Chambeali,Deva,Devanagari,cdh-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
655,cdh,,Chambeali,Deva,Devanagari,cdh-takr,Takr,Takri,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
656,dso,,Desia,Orya,Odia,dso-orya,Orya,Odia,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
658,gbk,,Gaddi,Deva,Devanagari,gbk-deva,Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,pending-manual-review
658,gbk,,Gaddi,Deva,Devanagari,gbk-takr,Takr,Takri,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
659,jns,,Jaunsari,Deva,Devanagari,jns-deva,Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,verified-by-wikidata
