rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
432,xhu,,hurr1240,Q35740,Hurrian,44,Xsux,Sumero-Akkadian Cuneiform,xhu-hluw,Hurrian (Anatolian Hieroglyphs),Hluw,Anatolian Hieroglyphs,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
432,xhu,,hurr1240,Q35740,Hurrian,44,Xsux,Sumero-Akkadian Cuneiform,xhu-ugar,Hurrian (Ugaritic),Ugar,Ugaritic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
433,sjt,,ters1235,Q36656,Ter Sami,44,Cyrl,Cyrillic,sjt-cyrl,Ter Sami (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
434,xvn,,vand1245,Q36835,Vandalic,44,Latn,Latin,xvn-latn,Vandalic (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
434,xvn,,vand1245,Q36835,Vandalic,44,Latn,Latin,xvn-goth,Vandalic (Gothic),Goth,Gothic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
435,yai,,yagn1238,Q34247,Yaghnobi,44,Cyrl,Cyrillic,yai-cyrl,Yaghnobi (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
436,sje,,pite1240,Q56314,Pite Sami,44,Latn,Latin,sje-latn,Pite Sami (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
437,shn,,shan1277,Q56482,Shan,44,Mymr,Myanmar,shn-mymr,Shan (Myanmar),Mymr,Myanmar,primary,cldr-default,needs-review,script-derived,needs-review,,,
438,tli,,tlin1245,Q27792,Tlingit,43,Latn,Latin,tli-latn,Tlingit (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
439,sga,,oldi1245,Q35308,Old Irish,43,Latn,Latin,sga-latn,Old Irish (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
440,lbj,,lada1244,Q35833,Ladakhi,43,Tibt,Tibetan,lbj-tibt,Ladakhi (Tibetan),Tibt,Tibetan,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
441,bhb,,bhil1251,Q33229,Bhili,43,Deva,Devanagari,bhb-deva,Bhili (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
441,bhb,,bhil1251,Q33229,Bhili,43,Deva,Devanagari,bhb-gujr,Bhili (Gujarati),Gujr,Gujarati,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Gujarati_alphabet,omniglot-langalph|worldswritingsystems
442,rar,,raro1241,Q36745,Cook Islands Maori,43,Latn,Latin,rar-latn,Cook Islands Maori (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
443,tkr,,tsak1249,Q36853,Tsakhur,43,Latn,Latin,tkr-latn,Tsakhur (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
443,tkr,,tsak1249,Q36853,Tsakhur,43,Latn,Latin,tkr-cyrl,Tsakhur (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
444,srh,,sari1246,Q33873,Sarikoli,43,Arab,Arabic,srh-arab,Sarikoli (Arabic),Arab,Arabic,primary,cldr-default,needs-review,script-derived,needs-review,,,
445,uum,,urum1249,Q13257,Urum,43,Grek,Greek,uum-grek,Urum (Greek),Grek,Greek,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
445,uum,,urum1249,Q13257,Urum,43,Grek,Greek,uum-cyrl,Urum (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
446,sia,,akka1237,Q35241,Akkala Sami,42,Cyrl,Cyrillic,sia-cyrl,Akkala Sami (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
447,ist,,istr1244,Q35845,Istriot,42,Latn,Latin,ist-latn,Istriot (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
448,xld,,lydi1241,Q36095,Lydian,42,Lydi,Lydian,xld-lydi,Lydian (Lydian),Lydi,Lydian,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
448,xld,,lydi1241,Q36095,Lydian,42,Lydi,Lydian,xld-grek,Lydian (Greek),Grek,Greek,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Greek_alphabet,omniglot-langalph|worldswritingsystems
449,lkt,,lako1247,Q33537,Lakota,42,Latn,Latin,lkt-latn,Lakota (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
450,kim,,kara1462,Q36848,Tofa,42,Cyrl,Cyrillic,kim-cyrl,Tofa (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
451,jrb,,,Q37733,Judeo-Arabic,42,Hebr,Hebrew,jrb-hebr,Judeo-Arabic (Hebrew),Hebr,Hebrew,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Hebrew_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
452,tzm,,cent2195,Q49741,Central Atlas Tamazight,42,Latn,Latin,tzm-latn,Central Atlas Tamazight (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Central_Atlas_Tamazight,,
452,tzm,,cent2195,Q49741,Central Atlas Tamazight,42,Latn,Latin,tzm-tfng,Central Atlas Tamazight (Tifinagh),Tfng,Tifinagh,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,https://en.wikipedia.org/wiki/Central_Atlas_Tamazight,https://en.wikipedia.org/wiki/Tifinagh,omniglot-langalph|worldswritingsystems|wikidata-p282
453,arq,,alge1239,Q56499,Algerian Arabic,42,Arab,Arabic,arq-arab,Algerian Arabic (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
454,myp,,pira1253,Q33825,Pirahã,42,Latn,Latin,myp-latn,Pirahã (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
455,mey,,hass1238,Q56231,Hassaniya Arabic,42,Arab,Arabic,mey-arab,Hassaniya Arabic (Arabic),Arab,Arabic,primary,cldr-default,needs-review,script-derived,needs-review,,,
456,tsg,,taus1251,Q34142,Tausug,42,Latn,Latin,tsg-latn,Tausug (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
456,tsg,,taus1251,Q34142,Tausug,42,Latn,Latin,tsg-arab,Tausug (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
457,rif,,tari1263,Q34174,Tarifit,42,Latn,Latin,rif-latn,Tarifit (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Tarifit,,
457,rif,,tari1263,Q34174,Tarifit,42,Latn,Latin,rif-tfng,Tarifit (Tifinagh),Tfng,Tifinagh,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Tarifit,https://en.wikipedia.org/wiki/Tifinagh,omniglot-langalph|worldswritingsystems
458,mrj,,kozy1238,Q1776032,Hill Mari,41,Cyrl,Cyrillic,mrj-cyrl,Hill Mari (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
459,bft,,balt1258,Q33086,Balti,41,Arab,Arabic,bft-arab,Balti (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
459,bft,,balt1258,Q33086,Balti,41,Arab,Arabic,bft-deva,Balti (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
459,bft,,balt1258,Q33086,Balti,41,Arab,Arabic,bft-tibt,Balti (Tibetan),Tibt,Tibetan,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
460,clw,,chul1246,Q33125,Chulym,41,Cyrl,Cyrillic,clw-cyrl,Chulym (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
461,jct,,krym1236,Q33723,Krymchak,41,Cyrl,Cyrillic,jct-cyrl,Krymchak (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
462,udi,,udii1243,Q36867,Udi,41,Cyrl,Cyrillic,udi-cyrl,Udi (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
462,udi,,udii1243,Q36867,Udi,41,Cyrl,Cyrillic,udi-latn,Udi (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
463,sju,,umes1235,Q56415,Ume Sami,41,Latn,Latin,sju-latn,Ume Sami (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
464,ruq,,megl1237,Q13358,Megleno-Romanian,41,Latn,Latin,ruq-latn,Megleno-Romanian (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
466,aib,,ainu1251,Q27927,Äynu,41,Arab,Arabic,aib-arab,Äynu (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
468,afb,,gulf1241,Q56385,Gulf Arabic,41,Arab,Arabic,afb-arab,Gulf Arabic (Arabic),Arab,Arabic,primary,cldr-default,needs-review,script-derived,needs-review,,,
469,swg,,swab1242,Q327274,Swabian,40,Latn,Latin,swg-latn,Swabian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
470,eya,,eyak1241,Q27480,Eyak,40,Latn,Latin,eya-latn,Eyak (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
471,dar,,darg1241,Q32332,Dargwa,40,Cyrl,Cyrillic,dar-cyrl,Dargwa (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
471,dar,,darg1241,Q32332,Dargwa,40,Cyrl,Cyrillic,dar-arab,Dargwa (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
471,dar,,darg1241,Q32332,Dargwa,40,Cyrl,Cyrillic,dar-latn,Dargwa (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
472,trp,,kokb1239,Q35947,Kokborok,40,Latn,Latin,trp-latn,Kokborok (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
473,xlc,,lyci1241,Q35969,Lycian,40,Lyci,Lycian,xlc-lyci,Lycian (Lycian),Lyci,Lycian,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-deva,Ho (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-beng,Ho (Bangla),Beng,Bangla,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-latn,Ho (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-orya,Ho (Odia),Orya,Odia,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-telu,Ho (Telugu),Telu,Telugu,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
474,hoc,,hooo1248,Q33270,Ho,40,Deva,Devanagari,hoc-wara,Ho (Varang Kshiti),Wara,Varang Kshiti,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
475,pih,,pitc1234,Q36554,Pitkern,40,Latn,Latin,pih-latn,Pitkern (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
476,xum,,umbr1253,Q36957,Umbrian,40,Latn,Latin,xum-latn,Umbrian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
476,xum,,umbr1253,Q36957,Umbrian,40,Latn,Latin,xum-ital,Umbrian (Old Italic),Ital,Old Italic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
477,din,,dink1262,Q56466,Dinka,40,Latn,Latin,din-latn,Dinka (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
478,lif,,limb1266,Q56477,Limbu,40,Deva,Devanagari,lif-deva,Limbu (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
478,lif,,limb1266,Q56477,Limbu,40,Deva,Devanagari,lif-limb,Limbu (Limbu),Limb,Limbu,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
479,lki,,laki1244,Q56483,Laki,40,Arab,Arabic,lki-arab,Laki (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
479,lki,,laki1244,Q56483,Laki,40,Arab,Arabic,lki-latn,Laki (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
481,scl,,shin1264,Q1353320,Shina,40,Arab,Arabic,scl-arab,Shina (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
481,scl,,shin1264,Q1353320,Shina,40,Arab,Arabic,scl-deva,Shina (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
484,zkz,,,Q1067986,Khazar language,39,Cyrl,Cyrillic,zkz-cyrl,Khazar language (Cyrillic),Cyrl,Cyrillic,primary,cldr-default,needs-review,script-derived,needs-review,,,
484,zkz,,,Q1067986,Khazar language,39,Cyrl,Cyrillic,zkz-orkh,Khazar language (Orkhon),Orkh,Orkhon,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
485,gmy,,myce1241,Q668366,Mycenaean Greek,39,Linb,Linear B,gmy-linb,Mycenaean Greek (Linear B),Linb,Linear B,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
486,gmh,,midd1343,Q837985,Middle High German,39,Latn,Latin,gmh-latn,Middle High German (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
487,aln,,gheg1238,Q181037,Gheg,39,Latn,Latin,aln-latn,Gheg (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
488,alt,,sout2694,Q1991779,Southern Altai,39,Cyrl,Cyrillic,alt-cyrl,Southern Altai (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
489,rhg,,rohi1238,Q3241177,Rohingya,39,Rohg,Hanifi,rhg-rohg,Rohingya (Hanifi),Rohg,Hanifi,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
489,rhg,,rohi1238,Q3241177,Rohingya,39,Rohg,Hanifi,rhg-arab,Rohingya (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
489,rhg,,rohi1238,Q3241177,Rohingya,39,Rohg,Hanifi,rhg-latn,Rohingya (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
490,lrl,,lari1253,Q4699526,Achomi,39,Arab,Arabic,lrl-arab,Achomi (Arabic),Arab,Arabic,primary,cldr-default,needs-review,script-derived,needs-review,,,
490,lrl,,lari1253,Q4699526,Achomi,39,Arab,Arabic,lrl-latn,Achomi (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
491,tum,,tumb1250,Q34138,Tumbuka,39,Latn,Latin,tum-latn,Tumbuka (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
492,bin,,bini1246,Q35375,Edo,39,Latn,Latin,bin-latn,Edo (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
493,bik,,biko1240,Q35455,Bikol,39,Latn,Latin,bik-latn,Bikol (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
494,iii,ii,sich1238,Q34235,Nuosu,39,Yiii,Yi,iii-yiii,Nuosu (Yi),Yiii,Yi,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
495,olo,,livv1243,Q36584,Livvi-Karelian,39,Latn,Latin,olo-latn,Livvi-Karelian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
496,xsr,,sher1255,Q36612,Sherpa,39,Deva,Devanagari,xsr-deva,Sherpa (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
496,xsr,,sher1255,Q36612,Sherpa,39,Deva,Devanagari,xsr-tibt,Sherpa (Tibetan),Tibt,Tibetan,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
497,umb,,umbu1257,Q36983,Umbundu,39,Latn,Latin,umb-latn,Umbundu (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
498,acm,,,Q56232,Iraqi Arabic,39,Arab,Arabic,acm-arab,Iraqi Arabic (Arabic),Arab,Arabic,primary,cldr-default,needs-review,script-derived,needs-review,,,
499,sas,,sasa1249,Q1294047,Sasak,38,Latn,Latin,sas-latn,Sasak (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
500,kua,kj,kuan1247,Q1405077,Kwanyama,38,Latn,Latin,kua-latn,Kwanyama (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
501,ctg,,,Q33173,Chittagonian,38,Arab,Arabic,ctg-arab,Chittagonian (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Chittagonian_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
502,itl,,,Q33624,Itelmen,38,Cyrl,Cyrillic,itl-cyrl,Itelmen (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Itelmen_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
503,mhj,,,Q13336,Moghol,38,Arab,Arabic,mhj-arab,Moghol (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Moghol_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
504,sip,,,Q35285,Sikkimese Bhutia,38,Tibt,Tibetan,sip-tibt,Sikkimese Bhutia (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Sikkimese_Bhutia_language,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
505,gbm,,,Q33459,Garhwali,37,Deva,Devanagari,gbm-deva,Garhwali (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Garhwali_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
506,kfy,,,Q33529,Kumaoni,37,Deva,Devanagari,kfy-deva,Kumaoni (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kumaoni_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
507,kru,,,Q33492,Kurukh,37,Deva,Devanagari,kru-deva,Kurukh (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kurukh_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
508,bbl,,,Q33259,Bats,36,Geor,Georgian,bbl-geor,Bats (Georgian),Geor,Georgian,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bats_language,https://en.wikipedia.org/wiki/Georgian_scripts,omniglot-langalph|worldswritingsystems
